step,kb_size_bytes,file_count,model,preload_elapsed_ms,preload_status,ask_elapsed_ms_mean,ask_elapsed_ms_p50,ask_elapsed_ms_p95,ask_elapsed_ms_min,ask_elapsed_ms_max,ask_input_tokens_mean,ask_input_tokens_total,ask_output_tokens_mean,ask_output_tokens_total,ask_throughput_tokens_per_sec_mean,ask_aggregate_throughput_tokens_per_sec,ask_provider_server_latency_ms_mean,server_latency_missing_count,citation_miss_count,ask_elapsed_ms_std,ask_input_tokens_std,ask_output_tokens_std,ask_throughput_tokens_per_sec_std,ask_aggregate_throughput_tokens_per_sec_std
11.0,114451.0,11.0,gpt-4o-mini,11756.71,completed,31593.516,31465.147,40135.657,17924.993,40135.657,17236.167,103417.0,557.5,3345.0,17.942,17.684,31526.167,0,2.0,0.0,0.0,0.0,0.0,0.0
12.0,124871.0,12.0,gpt-4o-mini,12649.497,completed,67585.857,47052.299,148168.271,15583.344,148168.271,17605.167,105631.0,663.667,3982.0,13.755,9.833,67497.167,0,3.0,0.0,0.0,0.0,0.0,0.0
13.0,135223.0,13.0,gpt-4o-mini,17203.778,completed,64370.762,45656.29,157759.878,22283.458,157759.878,17366.167,104197.0,592.5,3555.0,11.684,9.215,64300.0,0,2.0,0.0,0.0,0.0,0.0,0.0
14.0,145724.0,14.0,gpt-4o-mini,17831.31,completed,56980.818,25841.56,169442.748,13839.446,169442.748,17359.5,104157.0,628.833,3773.0,15.47,11.05,56906.5,0,1.0,0.0,0.0,0.0,0.0,0.0
15.0,155786.0,15.0,gpt-4o-mini,22882.046,completed,43563.06,31349.829,77986.786,16589.035,77986.786,17371.833,104231.0,604.833,3629.0,16.591,13.919,43453.333,0,2.0,0.0,0.0,0.0,0.0,0.0
16.0,166256.0,16.0,gpt-4o-mini,19961.725,completed,41341.252,37391.13,78895.45,16707.911,78895.45,17396.667,104380.0,629.667,3778.0,16.442,15.257,41269.667,0,3.0,0.0,0.0,0.0,0.0,0.0
17.0,176648.0,17.0,gpt-4o-mini,148419.64,completed,57619.705,33591.105,151012.224,21795.839,151012.224,14593.0,87558.0,683.5,4101.0,14.481,11.875,57559.5,0,3.0,0.0,0.0,0.0,0.0,0.0
18.0,186905.0,18.0,gpt-4o-mini,18558.353,completed,57877.706,47395.28,119039.105,10999.88,119039.105,17261.333,103568.0,703.0,4218.0,17.485,12.163,57800.167,0,1.0,0.0,0.0,0.0,0.0,0.0
19.0,197313.0,19.0,gpt-4o-mini,20394.661,completed,38445.312,22265.443,80479.698,11930.645,80479.698,17202.667,103216.0,624.0,3744.0,22.709,16.263,38368.333,0,3.0,0.0,0.0,0.0,0.0,0.0
20.0,207534.0,20.0,gpt-4o-mini,311789.624,completed,47978.978,33566.204,101152.292,29184.321,101152.292,17154.833,102929.0,661.0,3966.0,14.867,13.797,47909.0,0,1.0,0.0,0.0,0.0,0.0,0.0
21.0,217827.0,21.0,gpt-4o-mini,15894.654,completed,63551.858,24359.002,163037.945,20455.522,163037.945,17249.667,103498.0,626.167,3757.0,14.233,9.873,63419.667,0,2.0,0.0,0.0,0.0,0.0,0.0
22.0,228128.0,22.0,gpt-4o-mini,15471.905,completed,59471.967,27921.814,202109.251,20135.298,202109.251,17188.667,103132.0,646.833,3881.0,15.705,10.889,59400.167,0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,238377.0,23.0,gpt-4o-mini,434414.034,completed,47115.185,27988.248,120626.413,16648.184,120626.413,17285.833,103715.0,600.667,3604.0,16.446,12.768,47045.5,0,4.0,0.0,0.0,0.0,0.0,0.0
24.0,248829.0,24.0,gpt-4o-mini,14943.238,completed,34553.26,20355.645,69013.915,11661.076,69013.915,17151.5,102909.0,550.667,3304.0,21.262,15.978,34463.0,0,3.0,0.0,0.0,0.0,0.0,0.0
25.0,259166.0,25.0,gpt-4o-mini,57923.337,completed,48142.836,34911.797,102231.457,21890.555,102231.457,17119.667,102718.0,641.0,3846.0,14.793,13.334,48071.833,0,2.0,0.0,0.0,0.0,0.0,0.0
