step,kb_size_bytes,file_count,model,preload_elapsed_ms,preload_status,ask_elapsed_ms_mean,ask_elapsed_ms_p50,ask_elapsed_ms_p95,ask_elapsed_ms_min,ask_elapsed_ms_max,ask_input_tokens_mean,ask_input_tokens_total,ask_output_tokens_mean,ask_output_tokens_total,ask_throughput_tokens_per_sec_mean,ask_aggregate_throughput_tokens_per_sec,ask_provider_server_latency_ms_mean,server_latency_missing_count,citation_miss_count,ask_elapsed_ms_std,ask_input_tokens_std,ask_output_tokens_std,ask_throughput_tokens_per_sec_std,ask_aggregate_throughput_tokens_per_sec_std
15.0,155786.0,1.0,gpt-4o-mini,8446.937,completed,37364.192,26868.712,71394.531,14636.731,71394.531,17435.833,104615.0,600.667,3604.0,21.421,16.113,37278.667,0,3.0,0.0,0.0,0.0,0.0,0.0
16.0,166256.0,1.0,gpt-4o-mini,8196.115,completed,33502.103,18180.146,83693.03,9988.286,83693.03,17538.333,105230.0,660.333,3962.0,25.28,19.743,33446.0,0,1.0,0.0,0.0,0.0,0.0,0.0
17.0,176648.0,1.0,gpt-4o-mini,9484.776,completed,42089.856,27363.011,95295.943,19625.147,95295.943,17506.833,105041.0,582.333,3494.0,15.521,13.861,42012.0,0,3.0,0.0,0.0,0.0,0.0,0.0
18.0,186905.0,1.0,gpt-4o-mini,8310.787,completed,53193.442,32613.117,128787.031,18323.824,128787.031,17512.167,105073.0,620.667,3724.0,16.126,11.703,53033.167,0,2.0,0.0,0.0,0.0,0.0,0.0
19.0,197313.0,1.0,gpt-4o-mini,66368.377,completed,51119.526,36454.939,123191.641,19469.097,123191.641,17429.667,104578.0,636.167,3817.0,15.561,12.465,51035.5,0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,207534.0,1.0,gpt-4o-mini,8398.853,completed,29095.695,19662.198,61819.857,14428.589,61819.857,17402.833,104417.0,573.833,3443.0,22.453,19.773,29021.667,0,1.0,0.0,0.0,0.0,0.0,0.0
21.0,217827.0,1.0,gpt-4o-mini,9597.18,completed,32616.434,22660.126,61522.754,16963.086,61522.754,17412.333,104474.0,594.667,3568.0,20.2,18.275,32539.333,0,3.0,0.0,0.0,0.0,0.0,0.0
22.0,228128.0,1.0,gpt-4o-mini,8452.439,completed,40079.15,31163.467,109810.376,10660.327,109810.376,17469.0,104814.0,598.833,3593.0,21.196,14.967,40010.5,0,5.0,0.0,0.0,0.0,0.0,0.0
23.0,238377.0,1.0,gpt-4o-mini,8776.893,completed,52501.268,27649.045,141960.695,21338.799,141960.695,17519.833,105119.0,633.333,3800.0,15.775,12.081,52422.0,0,2.0,0.0,0.0,0.0,0.0,0.0
24.0,248829.0,1.0,gpt-4o-mini,8329.506,completed,54666.016,27905.649,177520.781,25162.175,177520.781,17452.333,104714.0,569.833,3419.0,14.777,10.441,54578.833,0,2.0,0.0,0.0,0.0,0.0,0.0
25.0,259166.0,1.0,gpt-4o-mini,8492.599,completed,48418.432,32453.597,96458.172,17481.362,96458.172,17545.0,105270.0,666.833,4001.0,15.933,13.856,48127.5,0,2.0,0.0,0.0,0.0,0.0,0.0
