step,kb_size_bytes,file_count,model,preload_elapsed_ms,preload_status,ask_elapsed_ms_mean,ask_elapsed_ms_p50,ask_elapsed_ms_p95,ask_elapsed_ms_min,ask_elapsed_ms_max,ask_input_tokens_mean,ask_input_tokens_total,ask_output_tokens_mean,ask_output_tokens_total,ask_throughput_tokens_per_sec_mean,ask_aggregate_throughput_tokens_per_sec,ask_provider_server_latency_ms_mean,server_latency_missing_count,citation_miss_count,ask_elapsed_ms_std,ask_input_tokens_std,ask_output_tokens_std,ask_throughput_tokens_per_sec_std,ask_aggregate_throughput_tokens_per_sec_std
11.0,114451.0,1.0,gpt-4o-mini,9628.278,completed,50266.415,28359.955,165878.078,19098.576,165878.078,17489.667,104938.0,597.0,3582.0,17.697,11.893,50195.833,0,3.0,0.0,0.0,0.0,0.0,0.0
12.0,124871.0,1.0,gpt-4o-mini,7462.189,completed,59045.628,42837.475,169883.185,13206.183,169883.185,17523.667,105142.0,651.167,3907.0,17.689,11.042,58970.5,0,5.0,0.0,0.0,0.0,0.0,0.0
13.0,135223.0,1.0,gpt-4o-mini,8489.623,completed,46248.151,20708.49,121039.792,17803.038,121039.792,17496.167,104977.0,671.333,4028.0,21.18,14.538,46178.0,0,1.0,0.0,0.0,0.0,0.0,0.0
14.0,145724.0,1.0,gpt-4o-mini,8161.413,completed,30120.538,16106.744,96686.316,11321.363,96686.316,17431.333,104588.0,569.333,3416.0,28.646,18.942,30056.667,0,3.0,0.0,0.0,0.0,0.0,0.0
15.0,155786.0,1.0,gpt-4o-mini,10615.239,completed,50522.147,35165.673,115193.584,9986.059,115193.584,17502.667,105016.0,657.333,3944.0,17.942,13.028,50455.5,0,4.0,0.0,0.0,0.0,0.0,0.0
16.0,166256.0,1.0,gpt-4o-mini,8267.634,completed,46786.059,19751.956,158576.794,14926.424,158576.794,17574.667,105448.0,595.167,3571.0,19.33,12.741,46714.167,0,2.0,0.0,0.0,0.0,0.0,0.0
17.0,176648.0,1.0,gpt-4o-mini,8695.626,completed,37540.547,21533.133,67155.756,17600.13,67155.756,17411.833,104471.0,565.833,3395.0,17.117,15.114,37438.833,0,4.0,0.0,0.0,0.0,0.0,0.0
18.0,186905.0,1.0,gpt-4o-mini,9631.985,completed,35321.446,21410.997,84851.851,9486.389,84851.851,17362.667,104176.0,529.833,3179.0,20.375,15.03,35251.167,0,3.0,0.0,0.0,0.0,0.0,0.0
19.0,197313.0,1.0,gpt-4o-mini,8177.693,completed,52010.812,38354.873,148526.916,14264.549,148526.916,17521.333,105128.0,591.667,3550.0,16.839,11.392,51937.833,0,3.0,0.0,0.0,0.0,0.0,0.0
20.0,207534.0,1.0,gpt-4o-mini,9631.947,completed,33384.094,30440.34,54779.206,8056.296,54779.206,17382.167,104293.0,570.0,3420.0,21.257,17.11,33313.833,0,1.0,0.0,0.0,0.0,0.0,0.0
21.0,217827.0,1.0,gpt-4o-mini,10486.451,completed,34271.824,20845.703,71803.416,8832.304,71803.416,17377.333,104264.0,562.167,3373.0,21.319,16.442,34191.667,0,4.0,0.0,0.0,0.0,0.0,0.0
22.0,228128.0,1.0,gpt-4o-mini,8422.66,completed,37135.555,28347.474,69713.33,26901.805,69713.33,17336.167,104017.0,572.833,3437.0,17.03,15.452,37072.333,0,3.0,0.0,0.0,0.0,0.0,0.0
23.0,238377.0,1.0,gpt-4o-mini,9933.575,completed,56491.469,41052.108,156717.089,14446.765,156717.089,17571.833,105431.0,683.5,4101.0,17.398,12.115,56418.333,0,4.0,0.0,0.0,0.0,0.0,0.0
24.0,248829.0,1.0,gpt-4o-mini,11529.805,completed,35811.899,26619.123,77039.991,10172.356,77039.991,14687.0,88122.0,596.5,3579.0,24.717,16.688,35745.167,0,4.0,0.0,0.0,0.0,0.0,0.0
25.0,259166.0,1.0,gpt-4o-mini,11739.126,completed,36503.787,26799.137,55561.328,19316.591,55561.328,17441.333,104648.0,601.0,3606.0,17.086,16.497,36430.667,0,4.0,0.0,0.0,0.0,0.0,0.0
