step,kb_size_bytes,file_count,model,preload_elapsed_ms,preload_status,ask_elapsed_ms_mean,ask_elapsed_ms_p50,ask_elapsed_ms_p95,ask_elapsed_ms_min,ask_elapsed_ms_max,ask_input_tokens_mean,ask_input_tokens_total,ask_output_tokens_mean,ask_output_tokens_total,ask_throughput_tokens_per_sec_mean,ask_aggregate_throughput_tokens_per_sec,ask_provider_server_latency_ms_mean,server_latency_missing_count,citation_miss_count,ask_elapsed_ms_std,ask_input_tokens_std,ask_output_tokens_std,ask_throughput_tokens_per_sec_std,ask_aggregate_throughput_tokens_per_sec_std
12.0,124871.0,12.0,gpt-4o-mini,85960.802,completed,35598.289,27109.941,74240.121,22536.617,74240.121,17247.167,103483.0,537.167,3223.0,16.381,15.125,35514.667,0,2.0,0.0,0.0,0.0,0.0,0.0
13.0,135223.0,13.0,gpt-4o-mini,11411.578,completed,53760.247,27501.039,166647.723,12664.83,166647.723,17242.5,103455.0,613.167,3679.0,18.372,11.42,53692.333,0,2.0,0.0,0.0,0.0,0.0,0.0
14.0,145724.0,14.0,gpt-4o-mini,135203.243,completed,58253.935,47027.682,156930.084,22529.133,156930.084,17428.833,104573.0,662.833,3977.0,14.609,11.388,58203.333,0,2.0,0.0,0.0,0.0,0.0,0.0
15.0,155786.0,15.0,gpt-4o-mini,22300.31,completed,51198.935,32049.58,166363.457,9751.789,166363.457,17377.5,104265.0,577.333,3464.0,18.974,11.292,51128.5,0,3.0,0.0,0.0,0.0,0.0,0.0
16.0,166256.0,16.0,gpt-4o-mini,13100.183,completed,41746.504,27646.832,95317.917,22591.182,95317.917,17236.167,103417.0,600.333,3602.0,16.136,14.401,41685.667,0,2.0,0.0,0.0,0.0,0.0,0.0
17.0,176648.0,17.0,gpt-4o-mini,132019.823,completed,62586.5,41079.526,179052.37,17444.196,179052.37,17153.0,102918.0,641.667,3850.0,15.255,10.263,62523.167,0,2.0,0.0,0.0,0.0,0.0,0.0
18.0,186905.0,18.0,gpt-4o-mini,13294.688,completed,34922.169,26093.968,49043.458,16707.664,49043.458,11818.833,70913.0,524.333,3146.0,16.356,15.056,34826.333,0,3.0,0.0,0.0,0.0,0.0,0.0
19.0,197313.0,19.0,gpt-4o-mini,16175.834,completed,60400.611,31602.203,170217.4,16174.344,170217.4,17419.667,104518.0,662.0,3972.0,15.411,10.972,60337.333,0,1.0,0.0,0.0,0.0,0.0,0.0
20.0,207534.0,20.0,gpt-4o-mini,19429.181,completed,55428.482,32425.387,107827.603,11386.526,107827.603,17433.667,104602.0,681.0,4086.0,17.212,12.347,55153.333,0,2.0,0.0,0.0,0.0,0.0,0.0
21.0,217827.0,21.0,gpt-4o-mini,20007.273,completed,36285.628,24004.916,93172.13,23244.804,93172.13,17151.333,102908.0,576.833,3461.0,19.187,15.93,36210.667,0,3.0,0.0,0.0,0.0,0.0,0.0
22.0,228128.0,22.0,gpt-4o-mini,254275.075,completed,40677.21,26951.91,86751.342,16531.338,86751.342,17119.833,102719.0,676.167,4057.0,18.03,16.646,40621.333,0,2.0,0.0,0.0,0.0,0.0,0.0
23.0,238377.0,23.0,gpt-4o-mini,18214.64,completed,46886.458,25108.41,153392.86,10709.867,153392.86,17108.5,102651.0,635.333,3812.0,22.896,13.573,46809.333,0,4.0,0.0,0.0,0.0,0.0,0.0
24.0,248829.0,24.0,gpt-4o-mini,20735.315,completed,24164.136,19414.533,40461.817,15669.031,40461.817,17186.0,103116.0,559.5,3357.0,24.134,23.269,24045.333,0,1.0,0.0,0.0,0.0,0.0,0.0
25.0,259166.0,25.0,gpt-4o-mini,120856.371,completed,44998.24,24043.691,145397.388,17690.069,145397.388,17360.167,104161.0,638.0,3828.0,21.352,14.2,44929.5,0,3.0,0.0,0.0,0.0,0.0,0.0
