step,kb_size_bytes,file_count,model,preload_elapsed_ms,preload_status,ask_elapsed_ms_mean,ask_elapsed_ms_p50,ask_elapsed_ms_p95,ask_elapsed_ms_min,ask_elapsed_ms_max,ask_input_tokens_mean,ask_input_tokens_total,ask_output_tokens_mean,ask_output_tokens_total,ask_throughput_tokens_per_sec_mean,ask_aggregate_throughput_tokens_per_sec,ask_provider_server_latency_ms_mean,server_latency_missing_count,citation_miss_count,ask_elapsed_ms_std,ask_input_tokens_std,ask_output_tokens_std,ask_throughput_tokens_per_sec_std,ask_aggregate_throughput_tokens_per_sec_std
11.0,114451.0,11.0,gpt-4o-mini,22973.171,completed,40210.457,33270.567,87150.882,11831.027,87150.882,17413.667,104482.0,623.0,3738.0,21.062,15.517,40149.0,0,3.0,0.0,0.0,0.0,0.0,0.0
12.0,124871.0,12.0,gpt-4o-mini,377966.691,completed,30885.923,25741.139,56556.845,15174.507,56556.845,14446.0,86676.0,629.5,3777.0,22.44,20.423,30823.833,0,4.0,0.0,0.0,0.0,0.0,0.0
13.0,135223.0,13.0,gpt-4o-mini,10357.876,completed,48646.511,19172.637,147163.113,17138.862,147163.113,17401.0,104406.0,690.5,4143.0,19.476,14.212,48584.833,0,2.0,0.0,0.0,0.0,0.0,0.0
14.0,145724.0,14.0,gpt-4o-mini,12290.881,completed,36130.491,23284.101,91575.77,9522.11,91575.77,17303.0,103818.0,563.333,3380.0,20.771,15.621,36062.833,0,2.0,0.0,0.0,0.0,0.0,0.0
15.0,155786.0,15.0,gpt-4o-mini,19670.353,completed,49495.372,34040.864,105214.5,16210.576,105214.5,17487.333,104924.0,664.167,3985.0,15.717,13.436,49431.333,0,2.0,0.0,0.0,0.0,0.0,0.0
16.0,166256.0,16.0,gpt-4o-mini,12420.161,completed,58853.652,39206.95,173142.478,21469.92,173142.478,17470.333,104822.0,635.167,3811.0,14.799,10.804,58789.333,0,2.0,0.0,0.0,0.0,0.0,0.0
17.0,176648.0,17.0,gpt-4o-mini,321325.515,completed,55914.689,27508.454,131784.74,23507.328,131784.74,17289.5,103737.0,660.5,3963.0,14.698,11.829,55836.667,0,2.0,0.0,0.0,0.0,0.0,0.0
18.0,186905.0,18.0,gpt-4o-mini,20776.821,completed,60913.412,29383.722,167585.139,24033.085,167585.139,17446.667,104680.0,669.667,4018.0,14.751,11.006,60847.667,0,1.0,0.0,0.0,0.0,0.0,0.0
19.0,197313.0,19.0,gpt-4o-mini,21430.608,completed,49065.217,39305.072,87679.307,13828.962,87679.307,14694.0,88164.0,664.833,3989.0,15.769,13.619,48816.5,0,4.0,0.0,0.0,0.0,0.0,0.0
20.0,207534.0,20.0,gpt-4o-mini,66832.765,completed,43177.73,16376.1,168351.699,7784.585,168351.699,14581.833,87491.0,644.833,3869.0,31.001,14.961,43099.667,0,2.0,0.0,0.0,0.0,0.0,0.0
21.0,217827.0,21.0,gpt-4o-mini,41044.071,completed,35565.256,20343.66,101947.307,15091.477,101947.307,17095.167,102571.0,616.167,3697.0,22.771,17.36,35493.833,0,3.0,0.0,0.0,0.0,0.0,0.0
22.0,228128.0,22.0,gpt-4o-mini,23975.7,completed,35880.823,27329.396,71377.516,16298.115,71377.516,17026.667,102160.0,610.333,3662.0,17.616,17.049,35798.333,0,1.0,0.0,0.0,0.0,0.0,0.0
23.0,238377.0,23.0,gpt-4o-mini,13801.4,completed,36996.07,20971.036,96749.134,13014.58,96749.134,17251.667,103510.0,601.0,3606.0,22.48,16.269,36942.0,0,1.0,0.0,0.0,0.0,0.0,0.0
24.0,248829.0,24.0,gpt-4o-mini,49431.541,completed,48111.631,31838.365,99990.197,18844.292,99990.197,17261.167,103567.0,644.333,3866.0,14.649,13.42,48013.667,0,2.0,0.0,0.0,0.0,0.0,0.0
25.0,259166.0,25.0,gpt-4o-mini,69740.428,completed,42119.955,25122.109,118331.466,9814.618,118331.466,16769.667,100618.0,621.333,3728.0,21.27,14.774,42054.667,0,1.0,0.0,0.0,0.0,0.0,0.0
